id,dur,proto,state,spkts,dpkts,sbytes,dbytes,rate,attack_cat,label
62,15.590977,tcp,REQ,20,0,900,0,1.218654,Normal,0
63,15.53235,tcp,REQ,20,0,900,0,1.223253,Normal,0
64,15.53235,tcp,REQ,20,0,900,0,1.223253,Normal,0
65,15.590977,tcp,REQ,20,0,900,0,1.218654,Normal,0
66,15.590977,tcp,REQ,20,0,900,0,1.218654,Normal,0
67,1.074494,tcp,FIN,10,8,2516,354,15.821401,Normal,0
68,15.979696,tcp,REQ,18,0,810,0,1.06385,Normal,0
69,15.226356,tcp,REQ,18,0,810,0,1.116485,Normal,0
70,15.979696,tcp,REQ,18,0,810,0,1.06385,Normal,0
71,15.226356,tcp,REQ,18,0,810,0,1.116485,Normal,0
72,15.979696,tcp,REQ,18,0,810,0,1.06385,Normal,0
73,1.303518,tcp,FIN,12,8,898,1120,14.575939,Normal,0
74,15.226356,tcp,REQ,18,0,810,0,1.116485,Normal,0
75,15.374568,tcp,REQ,16,0,720,0,0.975637,Normal,0
76,15.374568,tcp,REQ,16,0,720,0,0.975637,Normal,0
77,15.374568,tcp,REQ,16,0,720,0,0.975637,Normal,0
78,0.582389,tcp,FIN,10,6,534,268,25.755981,Normal,0
79,16.448053,tcp,REQ,14,0,630,0,0.790367,Normal,0
80,16.76671,tcp,REQ,14,0,630,0,0.775346,Normal,0
81,16.76671,tcp,REQ,14,0,630,0,0.775346,Normal,0
82,15.40279,tcp,REQ,14,0,630,0,0.844003,Normal,0
83,16.448053,tcp,REQ,14,0,630,0,0.790367,Normal,0
84,2.462774,tcp,FIN,10,8,2516,354,6.902785,Normal,0
85,1.047169,tcp,FIN,10,8,534,354,16.234247,Normal,0
86,16.76671,tcp,REQ,14,0,630,0,0.775346,Normal,0
87,16.448053,tcp,REQ,14,0,630,0,0.790367,Normal,0
88,15.40279,tcp,REQ,14,0,630,0,0.844003,Normal,0
89,15.40279,tcp,REQ,14,0,630,0,0.844003,Normal,0
90,2.417396,tcp,FIN,12,10,896,1142,8.687033,Normal,0
91,16.044233,tcp,REQ,12,0,540,0,0.685605,Normal,0
92,16.352577,tcp,REQ,12,0,540,0,0.672677,Normal,0
93,16.044233,tcp,REQ,12,0,540,0,0.685605,Normal,0
94,16.352577,tcp,REQ,12,0,540,0,0.672677,Normal,0
95,16.352577,tcp,REQ,12,0,540,0,0.672677,Normal,0
96,16.044233,tcp,REQ,12,0,540,0,0.685605,Normal,0
97,0.664512,tcp,FIN,10,6,534,268,22.572957,Normal,0
98,0.860208,tcp,FIN,10,6,534,268,17.437643,Normal,0
99,15.102544,tcp,REQ,10,0,450,0,0.595926,Normal,0
100,1.979445,tcp,FIN,10,10,810,1228,9.59865,Normal,0
101,15.102544,tcp,REQ,10,0,450,0,0.595926,Normal,0
102,1.763225,tcp,FIN,10,8,2516,354,9.641424,Normal,0
103,0.651652,tcp,FIN,10,6,534,268,23.018422,Normal,0
104,15.684376,tcp,REQ,10,0,450,0,0.573819,Normal,0
105,15.684376,tcp,REQ,10,0,450,0,0.573819,Normal,0
106,15.008936,tcp,REQ,8,0,360,0,0.466389,Normal,0
107,15.008936,tcp,REQ,8,0,360,0,0.466389,Normal,0
108,1.15935,tcp,FIN,10,8,534,354,14.663388,Normal,0
109,16.131804,tcp,REQ,8,0,360,0,0.433925,Normal,0
110,16.131804,tcp,REQ,8,0,360,0,0.433925,Normal,0
111,0.717487,tcp,FIN,10,6,534,268,20.906303,Normal,0
112,16.488672,tcp,REQ,6,0,270,0,0.303238,Normal,0
113,0.874834,tcp,FIN,10,8,2516,354,19.432258,Normal,0
114,16.800188,tcp,REQ,6,0,270,0,0.297616,Normal,0
115,16.488672,tcp,REQ,6,0,270,0,0.303238,Normal,0
116,16.800188,tcp,REQ,6,0,270,0,0.297616,Normal,0
117,1.538604,tcp,FIN,10,10,814,1266,12.348856,Normal,0
118,16.136995,tcp,REQ,6,0,270,0,0.309847,Normal,0
119,16.136995,tcp,REQ,6,0,270,0,0.309847,Normal,0
120,17.272808,tcp,REQ,4,0,180,0,0.173683,Normal,0
121,17.267853,tcp,REQ,4,0,180,0,0.173733,Normal,0
122,17.267853,tcp,REQ,4,0,180,0,0.173733,Normal,0
123,0.869206,tcp,FIN,10,6,534,268,17.257129,Normal,0
124,19.176811,tcp,REQ,4,0,180,0,0.156439,Normal,0
125,17.272808,tcp,REQ,4,0,180,0,0.173683,Normal,0
126,16.687513,tcp,REQ,4,0,180,0,0.179775,Normal,0
127,19.176811,tcp,REQ,4,0,180,0,0.156439,Normal,0
128,0.816781,tcp,FIN,10,6,2516,268,18.364776,Normal,0
129,16.687513,tcp,REQ,4,0,180,0,0.179775,Normal,0
130,0.724897,tcp,FIN,10,6,534,268,20.692594,Normal,0
131,1.625287,tcp,FIN,12,8,876,1182,11.690243,Normal,0
132,1.739142,tcp,FIN,10,8,2516,354,9.774935,Normal,0
133,0.885835,tcp,FIN,10,6,534,268,16.933176,Normal,0
134,1.179485,tcp,FIN,10,8,534,354,14.413071,Normal,0
135,1.318945,tcp,FIN,10,8,2516,354,12.889089,Normal,0
136,1.048635,tcp,FIN,10,8,824,1206,16.211551,Normal,0
137,1.49338,tcp,FIN,10,10,822,1378,12.722817,Normal,0
138,1.49338,tcp,FIN,10,10,822,1378,12.722817,Normal,0
139,0.657843,tcp,FIN,10,8,534,354,25.842032,Normal,0
140,1.49338,tcp,FIN,10,10,822,1378,12.722817,Normal,0
141,1.450415,tcp,FIN,10,8,2516,354,11.720783,Normal,0
142,1.45018,tcp,FIN,10,8,534,354,11.722682,Normal,0
143,1.302269,tcp,FIN,10,8,534,354,13.054139,Normal,0
144,1.20946,tcp,FIN,10,8,816,1294,14.055859,Normal,0
145,0.638839,tcp,FIN,10,6,2516,268,23.480094,Normal,0
146,1.368353,tcp,FIN,10,10,810,1138,13.885306,Normal,0
147,1.368353,tcp,FIN,10,10,810,1138,13.885306,Normal,0
148,0.963874,tcp,FIN,10,8,2516,354,17.63716,Normal,0
149,0.866189,tcp,FIN,10,8,534,354,19.626202,Normal,0
150,0.720965,tcp,FIN,10,8,800,1246,23.579507,Normal,0
151,0.650809,tcp,FIN,10,6,2516,268,23.048237,Normal,0
152,1.09756,tcp,FIN,10,10,792,1140,17.311126,Normal,0
153,0.847027,tcp,FIN,10,6,534,268,17.708999,Normal,0
154,0.698707,tcp,FIN,10,6,2516,268,21.468227,Normal,0
155,1.058935,tcp,FIN,10,8,2516,354,16.053865,Normal,0
156,0.762124,tcp,FIN,10,8,534,354,22.306081,Normal,0
157,0.696721,tcp,FIN,10,8,2516,354,24.40001,Normal,0
158,1.552272,tcp,FIN,10,8,822,1120,10.951689,Normal,0
159,1.080772,tcp,FIN,10,8,534,354,15.729496,Normal,0
160,0.685279,tcp,FIN,10,6,534,268,21.888895,Normal,0
161,0.874161,tcp,FIN,10,10,796,1192,21.735126,Normal,0
162,0.633507,tcp,FIN,10,6,2516,268,23.677717,Normal,0
163,0.418529,tcp,FIN,10,6,534,268,35.83981,Normal,0
164,9.734114,tcp,REQ,12,0,540,0,1.130046,Normal,0
165,9.05373,tcp,REQ,12,0,540,0,1.214969,Normal,0
166,8.834706,tcp,REQ,12,0,540,0,1.245089,Normal,0
167,9.05373,tcp,REQ,12,0,540,0,1.214969,Normal,0
168,8.232217,tcp,REQ,12,0,540,0,1.336214,Normal,0
169,9.492497,tcp,REQ,12,0,540,0,1.15881,Normal,0
170,8.232217,tcp,REQ,12,0,540,0,1.336214,Normal,0
171,9.492497,tcp,REQ,12,0,540,0,1.15881,Normal,0
172,1.139638,tcp,FIN,10,8,534,354,14.917018,Normal,0
173,9.734114,tcp,REQ,12,0,540,0,1.130046,Normal,0
174,8.834706,tcp,REQ,12,0,540,0,1.245089,Normal,0
175,0.000006,tcp,REQ,2,0,90,0,166666.6608,Normal,0
176,13.982293,tcp,REQ,10,0,450,0,0.643671,Normal,0
177,20.535067,tcp,REQ,10,0,450,0,0.438275,Normal,0
178,18.112692,tcp,REQ,10,0,450,0,0.496889,Normal,0
179,0.500492,tcp,FIN,10,6,2516,268,29.97051,Normal,0
180,15.328777,tcp,REQ,10,0,450,0,0.587131,Normal,0
181,14.958252,tcp,REQ,10,0,450,0,0.601675,Normal,0
182,13.053721,tcp,REQ,10,0,450,0,0.689459,Normal,0
183,1.12155,tcp,FIN,12,10,890,1150,18.724088,Normal,0
184,14.958252,tcp,REQ,10,0,450,0,0.601675,Normal,0
185,19.106997,tcp,REQ,10,0,450,0,0.471032,Normal,0
186,24.755817,tcp,REQ,10,0,450,0,0.363551,Normal,0
187,23.255651,tcp,REQ,10,0,450,0,0.387003,Normal,0
188,22.761002,tcp,REQ,10,0,450,0,0.395413,Normal,0
189,23.255651,tcp,REQ,10,0,450,0,0.387003,Normal,0
190,22.761002,tcp,REQ,10,0,450,0,0.395413,Normal,0
191,18.44595,tcp,REQ,10,0,450,0,0.487912,Normal,0
192,24.755817,tcp,REQ,10,0,450,0,0.363551,Normal,0
193,15.328777,tcp,REQ,10,0,450,0,0.587131,Normal,0
194,13.053721,tcp,REQ,10,0,450,0,0.689459,Normal,0
195,20.535067,tcp,REQ,10,0,450,0,0.438275,Normal,0
196,21.025787,tcp,REQ,10,0,450,0,0.428046,Normal,0
197,21.987556,tcp,REQ,10,0,450,0,0.409322,Normal,0
198,18.112692,tcp,REQ,10,0,450,0,0.496889,Normal,0
199,18.44595,tcp,REQ,10,0,450,0,0.487912,Normal,0
200,21.987556,tcp,REQ,10,0,450,0,0.409322,Normal,0
201,21.025787,tcp,REQ,10,0,450,0,0.428046,Normal,0
202,19.106997,tcp,REQ,10,0,450,0,0.471032,Normal,0
203,13.982293,tcp,REQ,10,0,450,0,0.643671,Normal,0
204,23.333012,tcp,REQ,8,0,360,0,0.300004,Normal,0
205,23.333012,tcp,REQ,8,0,360,0,0.300004,Normal,0
206,0.000009,udp,INT,2,0,104,0,111111.1072,Normal,0
207,25.801886,tcp,REQ,8,0,360,0,0.271298,Normal,0
208,23.387411,tcp,REQ,8,0,360,0,0.299306,Normal,0
209,23.660702,tcp,REQ,8,0,360,0,0.295849,Normal,0
210,25.758749,tcp,REQ,8,0,360,0,0.271752,Normal,0
211,23.660702,tcp,REQ,8,0,360,0,0.295849,Normal,0
212,25.758749,tcp,REQ,8,0,360,0,0.271752,Normal,0
213,23.387411,tcp,REQ,8,0,360,0,0.299306,Normal,0
214,0.000001,udp,INT,2,0,104,0,1000000.003,Normal,0
215,1.673592,tcp,FIN,10,10,810,1250,11.352827,Normal,0
216,0.764506,tcp,FIN,10,6,534,268,19.620514,Normal,0
217,25.801886,tcp,REQ,8,0,360,0,0.271298,Normal,0
218,2.185865,tcp,FIN,10,8,2516,354,7.777242,Normal,0
219,0.000004,igmp,INT,2,0,90,0,250000.0006,Normal,0
220,24.682304,tcp,REQ,6,0,270,0,0.202574,Normal,0
221,25.819431,tcp,REQ,6,0,270,0,0.193653,Normal,0
222,0.000003,igmp,INT,2,0,2120,0,333333.3215,Normal,0
223,0.000004,igmp,INT,2,0,90,0,250000.0006,Normal,0
224,25.819431,tcp,REQ,6,0,270,0,0.193653,Normal,0
225,0.000003,igmp,INT,2,0,2120,0,333333.3215,Normal,0
226,24.682304,tcp,REQ,6,0,270,0,0.202574,Normal,0
227,1.429959,tcp,FIN,10,6,534,268,10.489811,Normal,0
228,31.542561,tcp,REQ,4,0,180,0,0.09511,Normal,0
229,29.195513,tcp,REQ,4,0,180,0,0.102756,Normal,0
230,30.79278,tcp,REQ,4,0,180,0,0.097425,Normal,0
231,30.79278,tcp,REQ,4,0,180,0,0.097425,Normal,0
232,27.413933,tcp,REQ,4,0,180,0,0.109433,Normal,0
233,31.542561,tcp,REQ,4,0,180,0,0.09511,Normal,0
234,0.524961,tcp,FIN,10,6,534,268,28.573551,Normal,0
235,0.000003,udp,INT,2,0,104,0,333333.3215,Normal,0
236,29.195513,tcp,REQ,4,0,180,0,0.102756,Normal,0
237,27.413933,tcp,REQ,4,0,180,0,0.109433,Normal,0
238,0.000005,igmp,INT,2,0,90,0,200000.0051,Normal,0
239,0.000005,igmp,INT,2,0,90,0,200000.0051,Normal,0
240,1.129944,tcp,FIN,10,8,534,354,15.044994,Normal,0
241,1.964566,tcp,FIN,10,8,2516,354,8.653311,Normal,0
242,2.349783,tcp,FIN,12,10,888,1370,8.936996,Normal,0
243,0.000007,udp,INT,2,0,104,0,142857.1409,Normal,0
244,0.921987,ospf,INT,20,0,1280,0,20.607666,Reconnaissance,1
245,0.921987,ospf,INT,20,0,1280,0,20.607666,Reconnaissance,1
246,0.921987,ospf,INT,20,0,1280,0,20.607666,Backdoor,1
247,0.921987,ospf,INT,20,0,1280,0,20.607666,DoS,1
248,0.000009,sctp,INT,2,0,104,0,111111.1072,Exploits,1
249,0.000009,gre,INT,2,0,156,0,111111.1072,Analysis,1
250,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
251,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
252,0.000009,gre,INT,2,0,156,0,111111.1072,Exploits,1
253,0.000016,udp,INT,2,0,196,0,62500.00016,Exploits,1
254,0.224524,tcp,FIN,10,8,830,960,75.715734,Exploits,1
255,0.409782,tcp,FIN,10,8,852,1336,41.485474,Exploits,1
256,0.258515,tcp,FIN,10,6,1064,268,58.023712,Exploits,1
257,0.674665,tcp,FIN,10,8,564,354,25.197692,Reconnaissance,1
258,5.600391,tcp,FIN,12,12,886,5236,4.106856,Exploits,1
259,0.285988,tcp,FIN,10,8,1196,992,59.443053,Exploits,1
260,0.000003,udp,INT,2,0,168,0,333333.3215,Reconnaissance,1
261,0.663844,tcp,FIN,10,8,564,354,25.608426,Reconnaissance,1
262,0.217312,tcp,FIN,10,6,1148,268,69.025183,Reconnaissance,1
263,7.629429,tcp,FIN,202,1294,9082,1747118,195.951758,Exploits,1
264,0.502392,tcp,FIN,10,8,938,354,33.838119,Exploits,1
265,0.460161,tcp,FIN,12,20,908,18088,67.367726,Exploits,1
266,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
267,1.244202,ospf,INT,28,0,3024,0,21.700656,Fuzzers,1
268,1.244202,ospf,INT,28,0,3024,0,21.700656,Exploits,1
269,1.244202,ospf,INT,28,0,3024,0,21.700656,Exploits,1
270,1.244202,ospf,INT,28,0,3024,0,21.700656,Exploits,1
271,1.244202,ospf,INT,28,0,3024,0,21.700656,Exploits,1
272,0.289402,tcp,FIN,10,8,1134,1074,58.741818,Exploits,1
273,0.667368,tcp,FIN,10,8,564,354,25.473202,Reconnaissance,1
274,0.209133,tcp,FIN,10,6,508,268,71.724692,Fuzzers,1
275,0.197552,tcp,FIN,10,6,758,268,75.929377,Fuzzers,1
276,0.000008,udp,INT,2,0,168,0,125000.0003,Reconnaissance,1
277,0.483004,tcp,FIN,10,8,566,354,35.196396,Fuzzers,1
278,0.523646,tcp,FIN,10,6,674,268,28.645306,Fuzzers,1
279,2.032866,tcp,FIN,22,22,1186,1602,21.152403,Exploits,1
280,0.727527,tcp,FIN,8,8,364,1628,20.617791,Exploits,1
281,0.000009,udp,INT,2,0,168,0,111111.1072,Reconnaissance,1
282,0.681871,tcp,FIN,20,8,17266,354,39.596933,Fuzzers,1
283,0.566928,tcp,FIN,10,6,490,268,26.458385,Fuzzers,1
284,0.833854,tcp,FIN,10,8,738,354,20.387262,Fuzzers,1
285,0.766293,tcp,FIN,10,6,1506,268,19.574758,Fuzzers,1
286,0.583476,tcp,FIN,10,6,1098,268,25.707998,Exploits,1
287,0.625871,tcp,FIN,12,6,3984,268,27.162147,Exploits,1
288,1.173262,tcp,FIN,16,12,2080,1746,23.012763,DoS,1
289,0.451172,tcp,FIN,10,6,490,268,33.246744,Fuzzers,1
290,0.877186,tcp,FIN,10,8,564,354,19.380154,Reconnaissance,1
291,0.694908,tcp,FIN,10,8,546,354,24.463669,Fuzzers,1
292,0.534477,tcp,FIN,10,8,546,354,31.806795,Fuzzers,1
293,0.322297,tcp,FIN,10,6,546,268,46.540922,Fuzzers,1
294,0.688948,tcp,FIN,10,10,908,2000,27.57828,Exploits,1
295,0.537852,tcp,FIN,10,8,484,354,31.607209,Fuzzers,1
296,0.772218,tcp,FIN,10,10,808,1238,24.604451,Exploits,1
297,0.432617,tcp,FIN,10,8,968,354,39.295727,Exploits,1
298,0.249214,tcp,FIN,10,8,848,986,68.214468,Exploits,1
299,0.647249,tcp,FIN,10,8,564,354,26.265008,Reconnaissance,1
300,0.190223,tcp,FIN,10,6,902,268,78.85482,Reconnaissance,1
301,0.894891,tcp,FIN,20,20,3178,1784,43.580725,Exploits,1
302,0.998863,tcp,FIN,20,24,948,9872,43.048947,Exploits,1
303,0.282722,tcp,FIN,10,8,844,1094,60.12974,Exploits,1
304,9.95755,tcp,FIN,246,1554,10662,2055289,180.66693,Exploits,1
305,1.232252,tcp,FIN,20,20,950,2266,31.64937,Exploits,1
306,0.305854,tcp,FIN,10,6,1582,268,49.043009,Exploits,1
307,0.845421,tcp,FIN,16,8,9684,406,27.20538,Exploits,1
308,0.379788,tcp,FIN,10,6,1294,268,39.495717,Fuzzers,1
309,0.588943,tcp,FIN,10,6,2062,268,25.469358,Fuzzers,1
310,0.596682,tcp,FIN,12,6,3678,268,28.490887,Fuzzers,1
311,0.725222,tcp,FIN,10,8,550,354,23.441098,Fuzzers,1
312,0.00001,udp,INT,2,0,168,0,100000.0025,Reconnaissance,1
313,0.740256,tcp,FIN,10,6,774,268,20.26326,Reconnaissance,1
314,1.189909,tcp,FIN,10,8,718,354,14.286807,Fuzzers,1
315,0.810054,tcp,FIN,10,8,1716,354,20.986255,Fuzzers,1
316,0.860513,tcp,FIN,12,6,3678,268,19.755658,Fuzzers,1
317,1.1899,tcp,FIN,12,10,1326,3294,17.648541,Exploits,1
318,0.721047,tcp,FIN,10,6,2484,268,20.803083,Fuzzers,1
319,0.801919,tcp,FIN,14,8,6830,354,26.187184,Fuzzers,1
320,0.407476,tcp,FIN,10,6,780,268,36.811983,Reconnaissance,1
321,0.456038,tcp,FIN,10,6,550,268,32.891996,Fuzzers,1
322,0.69726,tcp,FIN,10,6,1294,268,21.512778,Fuzzers,1
323,1.155184,tcp,FIN,10,8,564,354,14.71627,Reconnaissance,1
324,0.823709,tcp,FIN,12,28,914,29346,47.346817,Exploits,1
325,1.094653,tcp,FIN,10,10,824,2216,17.357098,Exploits,1
326,0.860687,tcp,FIN,12,8,992,716,22.075388,Fuzzers,1
327,44.22596,tcp,FIN,34,22,18872,1718,1.243613,Fuzzers,1
328,1.004763,tcp,FIN,12,8,1092,766,18.909932,Fuzzers,1
329,1.393967,tcp,FIN,12,10,1164,842,15.064919,Fuzzers,1
330,1.31628,tcp,FIN,12,10,1314,1774,15.954052,Exploits,1
331,1.392847,tcp,FIN,12,10,1084,820,15.077033,Fuzzers,1
332,2.838932,tcp,FIN,26,64,1222,63172,31.349817,Exploits,1
333,5.293481,tcp,FIN,224,52,286548,3166,51.950693,Exploits,1
334,0.837254,tcp,FIN,12,8,1080,734,22.693233,Fuzzers,1
335,1.46353,tcp,FIN,12,10,1232,830,14.348869,Fuzzers,1
336,1.843741,tcp,FIN,10,12,836,5624,11.389886,Exploits,1
337,1.438237,tcp,FIN,10,10,958,2726,13.210619,DoS,1
338,1.263457,tcp,FIN,12,8,1174,730,15.038106,Fuzzers,1
339,1.465404,tcp,FIN,10,10,800,1018,12.965707,DoS,1
340,1.722713,tcp,FIN,12,10,988,808,12.190075,Fuzzers,1
341,2.337648,tcp,FIN,12,10,1228,796,8.983389,Fuzzers,1
342,3.429712,tcp,FIN,38,22,30764,1764,17.20261,Exploits,1
343,2.360055,tcp,FIN,38,22,28162,1772,24.999418,Exploits,1
344,0.844596,tcp,FIN,12,8,1014,740,22.495962,Fuzzers,1
345,1.102556,tcp,FIN,12,10,1110,820,19.046652,Fuzzers,1
346,1.141352,tcp,FIN,12,10,1018,840,18.399231,Fuzzers,1
347,1.067207,tcp,FIN,12,8,1110,776,17.803482,Fuzzers,1
348,2.716886,tcp,FIN,12,8,1042,696,6.9933,Fuzzers,1
349,1.943965,tcp,FIN,36,14,34710,1022,25.206216,Fuzzers,1
350,1.834468,tcp,FIN,10,12,818,4788,11.44746,Exploits,1
351,1.468132,tcp,FIN,10,10,830,1856,12.941615,Exploits,1
352,1.616972,tcp,FIN,14,10,1196,820,14.224118,Fuzzers,1
353,1.916194,tcp,FIN,12,10,3030,844,10.959225,Fuzzers,1
354,2.119298,tcp,FIN,14,12,698,682,11.796359,Fuzzers,1
355,2.22194,tcp,FIN,14,12,700,682,11.251429,Fuzzers,1
356,2.420967,tcp,FIN,12,10,1106,814,8.674219,Fuzzers,1
357,2.663656,tcp,FIN,14,12,698,682,9.385596,Fuzzers,1
358,1.905333,tcp,FIN,10,8,936,354,8.922325,Exploits,1
359,2.141633,tcp,FIN,12,10,3026,792,9.805601,Fuzzers,1
360,28.213135,ospf,INT,20,0,1280,0,0.673445,DoS,1
361,28.213135,ospf,INT,20,0,1280,0,0.673445,DoS,1
362,28.213135,ospf,INT,20,0,1280,0,0.673445,DoS,1
363,28.213135,ospf,INT,20,0,1280,0,0.673445,Exploits,1
364,28.213135,ospf,INT,20,0,1280,0,0.673445,Exploits,1
365,28.213135,ospf,INT,20,0,1280,0,0.673445,Exploits,1
366,0.803314,tcp,FIN,48,24,41302,2104,88.383873,Exploits,1
367,0.678469,tcp,FIN,10,8,564,354,25.056414,Reconnaissance,1
368,1.313131,tcp,FIN,22,22,1186,1668,32.746162,Exploits,1
369,0.000015,udp,INT,2,0,168,0,66666.66835,Reconnaissance,1
370,0.624286,tcp,FIN,10,8,564,354,27.231109,Reconnaissance,1
371,1.265907,tcp,FIN,150,38,172977,2638,147.720166,Exploits,1
372,0.000003,sctp,INT,2,0,776,0,333333.3215,Fuzzers,1
373,0.000003,sctp,INT,2,0,776,0,333333.3215,Exploits,1
374,0.000003,sctp,INT,2,0,776,0,333333.3215,Exploits,1
375,0.000003,sctp,INT,2,0,776,0,333333.3215,Exploits,1
376,0.000003,udp,INT,2,0,168,0,333333.3215,Reconnaissance,1
377,0.466699,ospf,INT,18,0,2858,0,36.426047,DoS,1
378,0.466699,ospf,INT,18,0,2858,0,36.426047,DoS,1
379,0.466699,ospf,INT,18,0,2858,0,36.426047,Exploits,1
380,0.000007,udp,INT,2,0,168,0,142857.1409,Reconnaissance,1
381,0.180252,tcp,FIN,10,6,974,268,83.216829,Exploits,1
382,0.264132,tcp,FIN,10,10,748,4208,71.933732,Exploits,1
383,0.000004,udp,INT,2,0,2150,0,250000.0006,Fuzzers,1
384,0.00001,udp,INT,2,0,1970,0,100000.0025,Fuzzers,1
385,0.00001,udp,INT,2,0,1850,0,100000.0025,Fuzzers,1
386,0.000008,udp,INT,2,0,754,0,125000.0003,Fuzzers,1
387,0.000009,udp,INT,2,0,1406,0,111111.1072,Fuzzers,1
388,0.201833,tcp,FIN,10,6,1308,268,74.318869,Worms,1
389,0.000006,udp,INT,2,0,756,0,166666.6608,Fuzzers,1
390,0.00001,udp,INT,2,0,1768,0,100000.0025,Fuzzers,1
391,0.611251,tcp,FIN,22,50,1172,48278,116.15523,Exploits,1
392,1.151317,tcp,FIN,22,22,1190,1652,37.348532,Exploits,1
393,0.34468,tcp,FIN,12,10,1284,2074,60.926074,Exploits,1
394,0.185405,tcp,FIN,10,6,512,268,80.903967,Exploits,1
395,0.644655,tcp,FIN,20,38,1104,31168,88.419389,Exploits,1
396,1.225539,tcp,FIN,28,26,3926,3392,43.246279,Exploits,1
397,0.201967,tcp,FIN,12,6,4708,268,84.172166,Exploits,1
